INTERACTING_PROTEINS,DDI,DLI  (3DID DMI),DLI  (ELM)
A0A0C4DFT7   Q5JX71,2,0,0
A0A0C4DFT7   Q5JXX7,2,0,0
A0A0C4DFT7   Q6P9G4,2,0,0
A0A0C4DFT7   Q6ZVE7,2,0,0
A0A0C4DFT7   Q8N6D5-1,2,0,0
A0A0C4DFT7   Q8TED1,2,0,0
A0A0C4DFT7   Q96EQ0,2,0,0
A0A0C4DFT7   Q96MV1,2,0,0
A0A0C4DFT7   Q96Q45-2,2,0,0
A0A0C4DFT7   Q9GZR5,2,0,0
A0A0C4DFT7   Q9H8M9,2,0,0
A0A0C4DFT7   Q9NR31-1,2,0,0
A0A0C4DFT7   Q9NUH8-1,2,0,0
A0A0C4DFT7   Q9NZD1-1,2,0,0
A0A0C4DFT7   Q9Y282-1,2,0,0
A0A0C4DFT8   P68400-1,6,0,0
A0A0C4DFT8   Q8NHY3-1,6,0,0
A0A0C4DFT8   Q8TAU3-1,6,0,0
A0A0C4DFT8   Q8WYH8-1,6,0,0
A0A0C4DFT8   Q96GN5-1,6,0,0
A0A0C4DFT8   Q9HAF1-1,6,0,0
A0A0C4DFT8   Q9HC52,6,0,0
A0A0C4DFT8   Q9UNL4-1,6,0,0
A0A0C4DFT9   ENSP00000476265.1,29,12,5
A0A0C4DFT9   H3BLU1,29,12,5
A0A0C4DFT9   P35226,29,12,5
A0A0C4DFT9   P49023-2,29,12,5
A0A0C4DFT9   P81274,29,12,5
A0A0C4DFT9   Q14145,29,12,5
A0A0C4DFT9   Q5JVL4-1,29,12,5
A0A0C4DFT9   Q8N7W2-2,29,12,5
A0A0C4DFT9   Q8NBT2,29,12,5
A0A0C4DFT9   Q9BXL5,29,12,5
A0A0C4DFT9   Q9UMD9-1,29,12,5
A0A0C4DFU2   Q8NHQ1-1,4,0,0
A0A0C4DFW7   A6NEM1-1,12,2,4
A0A0C4DFW7   B3EWG3,12,2,4
A0A0C4DFW7   B3EWG5,12,2,4
A0A0C4DFW7   B3EWG6,12,2,4
A0A0C4DFW7   O43639,12,2,4
A0A0C4DFW7   Q13137-1,12,2,4
A0A0C4DFW7   Q8WUN7,12,2,4
A0A0C4DFW7   Q92624,12,2,4
A0A0C4DFX4   A0A087WTN8,60,0,0
A0A0C4DFX4   G5EA54,60,0,0
A0A0C4DFX4   P24863-1,60,0,0
A0A0C4DFX4   P26045-1,60,0,0
A0A0C4DFX4   Q6PI77,60,0,0
A0A0C4DFX4   Q8N6Y0-1,60,0,0
A0A0C4DFX4   Q8NHQ1-1,60,0,0
A0A0C4DFX4   Q9BYV2-1,60,0,0
A0A0C4DFX4   Q9H944-1,60,0,0
A0A0C4DFY5   Q92624,4,0,0
A0A0C4DFZ2   O60826,8,0,0
A0A0C4DFZ2   O75360,8,0,0
A0A0C4DFZ2   O95231,8,0,0
A0A0C4DFZ2   P28069-1,8,0,0
A0A0C4DFZ2   P50995-1,8,0,0
A0A0C4DFZ2   Q12951-2,8,0,0
A0A0C4DFZ2   Q13554-3,8,0,0
A0A0C4DFZ2   Q15645-1,8,0,0
A0A0C4DFZ2   Q16512-1,8,0,0
A0A0C4DFZ2   Q96D98,8,0,0
A0A0C4DFZ2   Q9BQY4,8,0,0
A0A0C4DG08   Q8WV44-1,9,0,0
A0A0C4DG37   B8A4K4,9,0,0
A0A0C4DG37   O75496,9,0,0
A0A0C4DG37   P26371,9,0,0
A0A0C4DG37   P60328,9,0,0
A0A0C4DG37   P60410,9,0,0
A0A0C4DG37   Q07627,9,0,0
A0A0C4DG37   Q5JR59-3,9,0,0
A0A0C4DG37   Q6A162,9,0,0
A0A0C4DG37   Q8WV44-1,9,0,0
A0A0C4DG37   Q99750,9,0,0
A0A0C4DG37   Q9BWT7-1,9,0,0
A0A0C4DG37   Q9BYQ3,9,0,0
A0A0C4DG37   Q9H8W4,9,0,0
A0A0C4DG38   O15304-2,4,0,0
A0A0C4DG38   Q5H9J7,4,0,0
A0A0C4DG38   Q8IYF3-3,4,0,0
A0A0C4DG42   A0A0A0MQZ8,9,0,0
A0A0C4DG42   A5D8V6,9,0,0
A0A0C4DG42   A8MV65-2,9,0,0
A0A0C4DG42   B8A4K4,9,0,0
A0A0C4DG42   O14964-1,9,0,0
A0A0C4DG42   O15119-1,9,0,0
A0A0C4DG42   O43711,9,0,0
A0A0C4DG42   O60336-1,9,0,0
A0A0C4DG42   O75593,9,0,0
A0A0C4DG42   O75603,9,0,0
A0A0C4DG42   O95231,9,0,0
A0A0C4DG42   O95947-1,9,0,0
A0A0C4DG42   P25791-1,9,0,0
A0A0C4DG42   P31273,9,0,0
A0A0C4DG42   P32242,9,0,0
A0A0C4DG42   P78337,9,0,0
A0A0C4DG42   P78424-1,9,0,0
A0A0C4DG42   Q01974,9,0,0
A0A0C4DG42   Q08117-2,9,0,0
A0A0C4DG42   Q08AM6-1,9,0,0
A0A0C4DG42   Q13064,9,0,0
A0A0C4DG42   Q13952-2,9,0,0
A0A0C4DG42   Q15645-1,9,0,0
A0A0C4DG42   Q15915,9,0,0
A0A0C4DG42   Q5T6F2-1,9,0,0
A0A0C4DG42   Q64LD2-2,9,0,0
A0A0C4DG42   Q6PEX3,9,0,0
A0A0C4DG42   Q6ZRY4-1,9,0,0
A0A0C4DG42   Q86UW9-1,9,0,0
A0A0C4DG42   Q8IUC2,9,0,0
A0A0C4DG42   Q92734-1,9,0,0
A0A0C4DG42   Q93062-3,9,0,0
A0A0C4DG42   Q96K80,9,0,0
A0A0C4DG42   Q96PV6-2,9,0,0
A0A0C4DG42   Q99697-2,9,0,0
A0A0C4DG42   Q99932-2,9,0,0
A0A0C4DG42   Q9BVN2-2,9,0,0
A0A0C4DG42   Q9BYJ9-1,9,0,0
A0A0C4DG42   Q9NQB0-6,9,0,0
A0A0C4DG42   Q9NRQ2-1,9,0,0
A0A0C4DG49   B2RUZ4,398,25,0
A0A0C4DG49   B8A4K4,398,25,0
A0A0C4DG49   ENSP00000462298.1,398,25,0
A0A0C4DG49   F8WBZ3,398,25,0
A0A0C4DG49   O00767,398,25,0
A0A0C4DG49   O43934-1,398,25,0
A0A0C4DG49   O95159,398,25,0
A0A0C4DG49   O95183,398,25,0
A0A0C4DG49   P0DJD7,398,25,0
A0A0C4DG49   P11686,398,25,0
A0A0C4DG49   P30536-1,398,25,0
A0A0C4DG49   P49639,398,25,0
A0A0C4DG49   P55061-1,398,25,0
A0A0C4DG49   P56851,398,25,0
A0A0C4DG49   P59542,398,25,0
A0A0C4DG49   P60410,398,25,0
A0A0C4DG49   Q04941-1,398,25,0
A0A0C4DG49   Q07627,398,25,0
A0A0C4DG49   Q08722-3,398,25,0
A0A0C4DG49   Q15125,398,25,0
A0A0C4DG49   Q15848,398,25,0
A0A0C4DG49   Q3LI67,398,25,0
A0A0C4DG49   Q4LDR2,398,25,0
A0A0C4DG49   Q5BVD1-1,398,25,0
A0A0C4DG49   Q5SQN1-1,398,25,0
A0A0C4DG49   Q6PI78,398,25,0
A0A0C4DG49   Q6PL45-2,398,25,0
A0A0C4DG49   Q6UX06,398,25,0
A0A0C4DG49   Q6ZMK1-3,398,25,0
A0A0C4DG49   Q7Z3S9-1,398,25,0
A0A0C4DG49   Q86W74-2,398,25,0
A0A0C4DG49   Q8IUG1,398,25,0
A0A0C4DG49   Q8IY26,398,25,0
A0A0C4DG49   Q8N2H4-1,398,25,0
A0A0C4DG49   Q8N6F1-2,398,25,0
A0A0C4DG49   Q8N966,398,25,0
A0A0C4DG49   Q8NBD8,398,25,0
A0A0C4DG49   Q8NBI2-1,398,25,0
A0A0C4DG49   Q92982,398,25,0
A0A0C4DG49   Q969K7-1,398,25,0
A0A0C4DG49   Q969S0-1,398,25,0
A0A0C4DG49   Q96GQ5-1,398,25,0
A0A0C4DG49   Q96JW4,398,25,0
A0A0C4DG49   Q96MV8-1,398,25,0
A0A0C4DG49   Q96PS8-1,398,25,0
A0A0C4DG49   Q9BRI3-1,398,25,0
A0A0C4DG49   Q9BSE2,398,25,0
A0A0C4DG49   Q9BVK8-1,398,25,0
A0A0C4DG49   Q9BYQ3,398,25,0
A0A0C4DG49   Q9BYR6,398,25,0
A0A0C4DG49   Q9BYR8,398,25,0
A0A0C4DG49   Q9BZW4-1,398,25,0
A0A0C4DG49   Q9HCP6,398,25,0
A0A0C4DG49   Q9NZD1-1,398,25,0
A0A0C4DG49   Q9Y5U4,398,25,0
A0A0C4DG60   Q96HA8-1,4,0,0
A0A0C4DG94   A6NI15,15,0,0
A0A0C4DG94   P15884-3,15,0,0
A0A0C4DGA2   Q9Y5L0-2,8,0,0
A0A0C4DGC9   Q9H4L5-1,102,16,35
A0A0C4DGE8   A6NGQ2,12,0,0
A0A0C4DGE8   B0QYN7,12,0,0
A0A0C4DGE8   B8A4K4,12,0,0
A0A0C4DGE8   J3KP16,12,0,0
A0A0C4DGE8   O14933-1,12,0,0
A0A0C4DGE8   O43186,12,0,0
A0A0C4DGE8   O60806,12,0,0
A0A0C4DGE8   O95391,12,0,0
A0A0C4DGE8   O95678,12,0,0
A0A0C4DGE8   O95793-1,12,0,0
A0A0C4DGE8   P0CG20,12,0,0
A0A0C4DGE8   P13196-1,12,0,0
A0A0C4DGE8   P14373-1,12,0,0
A0A0C4DGE8   P25786-1,12,0,0
A0A0C4DGE8   P26367-1,12,0,0
A0A0C4DGE8   P27918,12,0,0
A0A0C4DGE8   P49639,12,0,0
A0A0C4DGE8   P50458,12,0,0
A0A0C4DGE8   P55273,12,0,0
A0A0C4DGE8   P61236-2,12,0,0
A0A0C4DGE8   P63010-2,12,0,0
A0A0C4DGE8   P78424-1,12,0,0
A0A0C4DGE8   P98170,12,0,0
A0A0C4DGE8   Q02548-1,12,0,0
A0A0C4DGE8   Q06710-1,12,0,0
A0A0C4DGE8   Q12933-1,12,0,0
A0A0C4DGE8   Q13615-1,12,0,0
A0A0C4DGE8   Q13895,12,0,0
A0A0C4DGE8   Q14774,12,0,0
A0A0C4DGE8   Q15323,12,0,0
A0A0C4DGE8   Q3B8N2-1,12,0,0
A0A0C4DGE8   Q3LI64,12,0,0
A0A0C4DGE8   Q3LI70,12,0,0
A0A0C4DGE8   Q3SY46,12,0,0
A0A0C4DGE8   Q3SYF9,12,0,0
A0A0C4DGE8   Q3V5L5-5,12,0,0
A0A0C4DGE8   Q4G0X4,12,0,0
A0A0C4DGE8   Q4VXA5-2,12,0,0
A0A0C4DGE8   Q53FE4-1,12,0,0
A0A0C4DGE8   Q5JST6-1,12,0,0
A0A0C4DGE8   Q5T686,12,0,0
A0A0C4DGE8   Q5VWN6-1,12,0,0
A0A0C4DGE8   Q6NX45,12,0,0
A0A0C4DGE8   Q6PI77,12,0,0
A0A0C4DGE8   Q6UY14-1,12,0,0
A0A0C4DGE8   Q7L273,12,0,0
A0A0C4DGE8   Q8IUC0,12,0,0
A0A0C4DGE8   Q8IUG1,12,0,0
A0A0C4DGE8   Q8IWZ5-1,12,0,0
A0A0C4DGE8   Q8IYA8-1,12,0,0
A0A0C4DGE8   Q8N7E2,12,0,0
A0A0C4DGE8   Q8TAK5,12,0,0
A0A0C4DGE8   Q8TBB1-1,12,0,0
A0A0C4DGE8   Q8TDC0-1,12,0,0
A0A0C4DGE8   Q8TF47-1,12,0,0
A0A0C4DGE8   Q92764,12,0,0
A0A0C4DGE8   Q92997-1,12,0,0
A0A0C4DGE8   Q96CK0,12,0,0
A0A0C4DGE8   Q96DV4-1,12,0,0
A0A0C4DGE8   Q96P16-3,12,0,0
A0A0C4DGE8   Q96Q35-2,12,0,0
A0A0C4DGE8   Q99990,12,0,0
A0A0C4DGE8   Q9BQQ3-1,12,0,0
A0A0C4DGE8   Q9BRX9,12,0,0
A0A0C4DGE8   Q9BUY5,12,0,0
A0A0C4DGE8   Q9BYR6,12,0,0
A0A0C4DGE8   Q9BZR9,12,0,0
A0A0C4DGE8   Q9H079,12,0,0
A0A0C4DGE8   Q9H8Y8-1,12,0,0
A0A0C4DGE8   Q9HAZ2-2,12,0,0
A0A0C4DGE8   Q9HBE1-4,12,0,0
A0A0C4DGE8   Q9NQX0-3,12,0,0
A0A0C4DGE8   Q9NRD5-1,12,0,0
A0A0C4DGE8   Q9UHR6,12,0,0
A0A0C4DGE8   Q9UJV3-2,12,0,0
A0A0C4DGE8   Q9UKT9-1,12,0,0
A0A0C4DGE8   Q9UQK1,12,0,0
A0A0C4DGE8   Q9Y5V3-1,12,0,0
A0A0C4DGF1   A0A0C4DGF1,3,0,0
A0A0C4DGF1   A0A0J9YW04,3,0,0
A0A0C4DGF1   O14787-2,3,0,0
A0A0C4DGF1   O43711,3,0,0
A0A0C4DGF1   O95231,3,0,0
A0A0C4DGF1   P0C7T5,3,0,0
A0A0C4DGF1   P20618,3,0,0
A0A0C4DGF1   P51451,3,0,0
A0A0C4DGF1   P52597,3,0,0
A0A0C4DGF1   P54253-1,3,0,0
A0A0C4DGF1   P55273,3,0,0
A0A0C4DGF1   P78337,3,0,0
A0A0C4DGF1   P86478,3,0,0
A0A0C4DGF1   P86479,3,0,0
A0A0C4DGF1   P86480,3,0,0
A0A0C4DGF1   P86481,3,0,0
A0A0C4DGF1   P86496,3,0,0
A0A0C4DGF1   Q15038-1,3,0,0
A0A0C4DGF1   Q3LI64,3,0,0
A0A0C4DGF1   Q3LI66,3,0,0
A0A0C4DGF1   Q3LI67,3,0,0
A0A0C4DGF1   Q3LI72,3,0,0
A0A0C4DGF1   Q3LI76,3,0,0
A0A0C4DGF1   Q68D86-1,3,0,0
A0A0C4DGF1   Q6ZRY4-1,3,0,0
A0A0C4DGF1   Q7Z6R9,3,0,0
A0A0C4DGF1   Q8IUC2,3,0,0
A0A0C4DGF1   Q8N9W6-1,3,0,0
A0A0C4DGF1   Q8TDS5,3,0,0
A0A0C4DGF1   Q92625-1,3,0,0
A0A0C4DGF1   Q93062-3,3,0,0
A0A0C4DGF1   Q96LM6,3,0,0
A0A0C4DGF1   Q99932-2,3,0,0
A0A0C4DGF1   Q9BQY4,3,0,0
A0A0C4DGF1   Q9BRT3,3,0,0
A0A0C4DGF1   Q9H0F6-2,3,0,0
A0A0C4DGF1   Q9HBE1-4,3,0,0
A0A0C4DGF1   Q9NZC7-5,3,0,0
A0A0C4DGF1   Q9UQM7-1,3,0,0
A0A0C4DGF2   P07954-1,15,2,4
A0A0C4DGF2   P42167-1,15,2,4
A0A0C4DGF2   Q13895,15,2,4
A0A0C4DGF2   Q49AN0-1,15,2,4
A0A0C4DGH3   Q6PJ21,8,4,2
A0A0C4DGJ8   Q6RW13-2,8,0,0
A0A0C4DGL6   A0PK00,2,0,0
A0A0C4DGL6   Q04941-1,2,0,0
A0A0C4DGL6   Q86Y82,2,0,0
A0A0C4DGL6   Q8IY26,2,0,0
A0A0C4DGL6   Q9BQA9-1,2,0,0
A0A0C4DGL6   Q9Y6X1,2,0,0
A0A0C4DGM4   Q14657,4,0,0
A0A0C4DGM4   Q96IK5,4,0,0
A0A0C4DGP0   A0A0A0MRS7,1,0,0
A0A0C4DGP0   O60906,1,0,0
A0A0C4DGP0   P08247-1,1,0,0
A0A0C4DGP0   Q00765-1,1,0,0
A0A0C4DGP0   Q2KHT4-3,1,0,0
A0A0C4DGP0   Q6RW13-2,1,0,0
A0A0C4DGP0   Q6ZPD8,1,0,0
A0A0C4DGP0   Q8TAC9-1,1,0,0
A0A0C4DGP0   Q969L2,1,0,0
A0A0C4DGP0   Q96DZ9-2,1,0,0
A0A0C4DGP0   Q9BUP3-1,1,0,0
A0A0C4DGP0   Q9BW62,1,0,0
A0A0C4DGP0   Q9UBN6,1,0,0
A0A0C4DGP0   Q9UGQ2-1,1,0,0
A0A0C4DGQ3   P50222,10,0,0
A0A0C4DGQ7   O00303,97,21,20
A0A0C4DGQ7   P40937-1,97,21,20
A0A0C4DGQ7   P80217-2,97,21,20
A0A0C4DGQ7   Q13099-2,97,21,20
A0A0C4DGQ7   Q86XE0-1,97,21,20
A0A0C4DGQ7   Q8NHP7-1,97,21,20
A0A0C4DGQ7   Q9H8W4,97,21,20
A0A0C4DGQ7   Q9NP55-1,97,21,20
A0A0C4DGQ7   Q9NS26,97,21,20
A0A0C4DGQ7   Q9NZH5-2,97,21,20
A0A0C4DGR0   O60437,1,0,0
A0A0C4DGR0   P10073,1,0,0
A0A0C4DGR0   Q13952-2,1,0,0
A0A0C4DGT3   P43357,7,0,0
A0A0C4DGV1   ENSP00000476265.1,41,5,2
A0A0C4DGV1   O43482,41,5,2
A0A0C4DGV1   P36406-1,41,5,2
A0A0C4DGV1   Q58EX7-1,41,5,2
A0A0C4DGV1   Q8NI38-1,41,5,2
A0A0C4DGV1   Q8TBB1-1,41,5,2
A0A0C4DGV1   Q9UGI0,41,5,2
A0A0C4DGV4   A0A0B4J1S3,9,6,0
A0A0C4DGV4   O15273,9,6,0
A0A0C4DGV4   Q05516-1,9,6,0
A0A0C4DGV4   Q0VGL1,9,6,0
A0A0C4DGV4   Q8NHQ1-1,9,6,0
A0A0D9SFC3   P60409,9,0,0
A0A0G2JH32   P19338,10,0,0
A0A0G2JH32   P55081,20,0,0
A0A0G2JH32   P60409,10,0,0
A0A0G2JH32   Q8NCK3-1,10,0,0
A0A0G2JH32   Q96JP5-1,20,0,0
A0A0G2JH32   Q9BRT6,10,0,0
A0A0G2JH32   Q9BZL1,20,0,0
A0A0G2JH32   Q9NP50-1,10,0,0
A0A0J9YW04   A0A0C4DGF1,1,0,0
A0A0J9YW04   A8MV65-2,1,0,0
A0A0J9YW04   ENSP00000462298.1,1,0,0
A0A0J9YW04   H3BLU1,1,0,0
A0A0J9YW04   O43186,1,0,0
A0A0J9YW04   O43474-1,1,0,0
A0A0J9YW04   O60504-1,1,0,0
A0A0J9YW04   O76011,1,0,0
A0A0J9YW04   O95678,1,0,0
A0A0J9YW04   O96006,1,0,0
A0A0J9YW04   P07196,1,0,0
A0A0J9YW04   P13646-1,1,0,0
A0A0J9YW04   P14373-1,1,0,0
A0A0J9YW04   P15884-3,1,0,0
A0A0J9YW04   P24863-1,1,0,0
A0A0J9YW04   P31321,1,0,0
A0A0J9YW04   P37198,1,0,0
A0A0J9YW04   P38432,1,0,0
A0A0J9YW04   P46934-3,1,0,0
A0A0J9YW04   P48051,1,0,0
A0A0J9YW04   P48059-1,1,0,0
A0A0J9YW04   P49639,1,0,0
A0A0J9YW04   P57052-1,1,0,0
A0A0J9YW04   P78424-1,1,0,0
A0A0J9YW04   Q04864-2,1,0,0
A0A0J9YW04   Q12933-1,1,0,0
A0A0J9YW04   Q13239-1,1,0,0
A0A0J9YW04   Q14142-1,1,0,0
A0A0J9YW04   Q14192-1,1,0,0
A0A0J9YW04   Q15293-1,1,0,0
A0A0J9YW04   Q53G59-1,1,0,0
A0A0J9YW04   Q5H9K5,1,0,0
A0A0J9YW04   Q5HYW2,1,0,0
A0A0J9YW04   Q5JR59-3,1,0,0
A0A0J9YW04   Q5T7B8-2,1,0,0
A0A0J9YW04   Q6IA69-1,1,0,0
A0A0J9YW04   Q6NSM0,1,0,0
A0A0J9YW04   Q6NX45,1,0,0
A0A0J9YW04   Q6PI77,1,0,0
A0A0J9YW04   Q6UY14-1,1,0,0
A0A0J9YW04   Q6ZU52-1,1,0,0
A0A0J9YW04   Q6ZUT1-3,1,0,0
A0A0J9YW04   Q7Z3S9-1,1,0,0
A0A0J9YW04   Q7Z444,1,0,0
A0A0J9YW04   Q7Z4V0-1,1,0,0
A0A0J9YW04   Q7Z5V6-2,1,0,0
A0A0J9YW04   Q7Z698-1,1,0,0
A0A0J9YW04   Q7Z6G3-2,1,0,0
A0A0J9YW04   Q8IYA8-1,1,0,0
A0A0J9YW04   Q8N3J5-1,1,0,0
A0A0J9YW04   Q8NC26-1,1,0,0
A0A0J9YW04   Q8ND90,1,0,0
A0A0J9YW04   Q8NEG2-1,1,0,0
A0A0J9YW04   Q8TAE8,1,0,0
A0A0J9YW04   Q8TDC0-1,1,0,0
A0A0J9YW04   Q8WYQ9-1,1,0,0
A0A0J9YW04   Q92764,1,0,0
A0A0J9YW04   Q96BR9,1,0,0
A0A0J9YW04   Q96D15,1,0,0
A0A0J9YW04   Q96DT7-3,1,0,0
A0A0J9YW04   Q96EG3,1,0,0
A0A0J9YW04   Q96KN3-1,1,0,0
A0A0J9YW04   Q99081-3,1,0,0
A0A0J9YW04   Q9BRX5-1,1,0,0
A0A0J9YW04   Q9BVG8-5,1,0,0
A0A0J9YW04   Q9BWG4-1,1,0,0
A0A0J9YW04   Q9BXU3,1,0,0
A0A0J9YW04   Q9BYV2-1,1,0,0
A0A0J9YW04   Q9H079,1,0,0
A0A0J9YW04   Q9H0A9-2,1,0,0
A0A0J9YW04   Q9H257-2,1,0,0
A0A0J9YW04   Q9H596,1,0,0
A0A0J9YW04   Q9H5F2,1,0,0
A0A0J9YW04   Q9H5J0,1,0,0
A0A0J9YW04   Q9HB20,1,0,0
A0A0J9YW04   Q9NYB9-2,1,0,0
A0A0J9YW04   Q9P286,1,0,0
A0A0J9YW04   Q9UBB9-1,1,0,0
A0A0J9YW04   Q9UHD9,1,0,0
A0A0J9YW04   Q9UI09-1,1,0,0
A0A0J9YW04   Q9UKT9-1,1,0,0
A0A0J9YW04   Q9UNE2-1,1,0,0
A0A0J9YW04   Q9UQC2-1,1,0,0
A0A0J9YW04   Q9Y3Q8-1,1,0,0
A0A0R4J2E8   A0A0R4J2E8,3,0,0
A0A0R4J2E8   J3QT27,3,0,0
A0A0R4J2E8   O76011,3,0,0
A0A0R4J2E8   P43243-1,3,0,0
A0A0R4J2E8   P61978-2,3,0,0
A0A0R4J2E8   Q13077-1,3,0,0
A0A0R4J2E8   Q58EX7-1,3,0,0
A0A0R4J2E8   Q7Z3Y8,3,0,0
A0A0R4J2E8   Q9BZW7-1,3,0,0
A0A0R4J2E8   Q9UKA9-2,3,0,0
A0A0R4J2E8   Q9Y272-1,3,0,0
A0A0U1RQF0   Q15848,72,0,0
A0A0U1RQF0   Q8TBB1-1,72,0,0
A0A0U1RQP7   E7ERR0,5,3,6
A0A0X1KG69   H0YH91,32,12,5
A0A0X1KG69   O14832-1,32,12,5
A0A0X1KG69   Q7Z6G3-2,32,12,5
A0A0X1KG69   Q86YM7-1,32,12,5
A0A0X1KG69   Q8IYX8-1,32,12,5
A0A0X1KG69   Q8TF65,32,12,5
A0A0X1KG69   Q9BW66-1,32,12,5
A0A1B0GTB6   P50479-1,11,0,0
A0A1B0GTB6   Q08AM6-1,11,0,0
A0A1B0GTK8   O00560-1,1,0,0
A0A1B0GTK8   Q9Y3M2,1,0,0
A0A1B0GTU3   H0YKB7,32,6,2
A0A1B0GTU3   P17931,32,6,2
A0A1B0GTU3   P54646,32,6,2
A0A1B0GTU3   P60520,32,6,2
A0A1B0GTU3   Q8N8B7-1,32,6,2
A0A1B0GTU3   Q8NB12,32,6,2
A0A1B0GTU3   Q969E8,32,6,2
A0A1B0GTU3   Q9BRT9-1,32,6,2
A0A1B0GXK6   B8A4K4,3,0,0
A0A1B0GXK6   Q15700-1,3,0,0
A0A1B0GXK6   Q86UL8-2,3,0,0
A0A1B0GXK6   Q8TF42,3,0,0
A0A1B0GXK6   Q92796-1,3,0,0
A0A1B0GXK6   Q9NYB9-2,3,0,0
A0A1W2PQB1   Q9BS40,18,2,0
A0A1X7SBW3   Q8TAU3-1,2,0,0
A0A1X7SBW3   Q9Y2P0,2,0,0
A0A5E8   P81274,13,2,0
A0AV02-1   P26367-1,2,0,0
A0AV96-1   A0A087WX54,41,5,2
A0AV96-1   A0A0D9SFF3,41,5,2
A0AV96-1   A1L443,41,5,2
A0AV96-1   J3QT27,41,5,2
A0AV96-1   P32243-2,41,5,2
A0AV96-1   Q5SWW7,41,5,2
A0AV96-1   Q6P1W5-2,41,5,2
A0AV96-1   Q8N6W0-1,41,5,2
A0AV96-1   Q9NWB1-5,41,5,2
A0AV96-1   Q9NZ81-1,41,5,2
A0AV96-1   Q9UQM7-1,41,5,2
A0AVG3   ENSP00000405973.1,8,0,0
A0AVG3   F8W8C2,8,0,0
A0AVG3   O95214-1,8,0,0
A0AVG3   O95721,8,0,0
A0AVG3   P11912-1,8,0,0
A0AVG3   P49447-1,8,0,0
A0AVG3   P63167,8,0,0
A0AVG3   Q15125,8,0,0
A0AVG3   Q16623-1,8,0,0
A0AVG3   Q3KNW5,8,0,0
A0AVG3   Q5SR56-1,8,0,0
A0AVG3   Q86VR2-1,8,0,0
A0AVG3   Q8N5M9,8,0,0
A0AVG3   Q8N661,8,0,0
A0AVG3   Q8NBD8,8,0,0
A0AVG3   Q8TDT2,8,0,0
A0AVG3   Q96DZ7-1,8,0,0
A0AVG3   Q96MV8-1,8,0,0
A0AVG3   Q9BSR8,8,0,0
A0AVG3   Q9BY50,8,0,0
A0AVG3   Q9GZR5,8,0,0
A0AVG3   Q9H6H4-1,8,0,0
A0AVG3   Q9NQQ7-1,8,0,0
A0AVG3   Q9NW97,8,0,0
A0AVG3   Q9NYP7-1,8,0,0
A0AVG3   Q9P003-1,8,0,0
A0AVG3   Q9Y320-1,8,0,0
A0AVK6   P50222,1,0,0
A0AVK6   Q9UNE7-1,1,0,0
A0JP26   O95995-1,67,3,0
A0JP26   P26371,67,3,0
A0JP26   Q16874,67,3,0
A0JP26   Q5T6S3-1,67,3,0
A0JP26   Q8N5G2-1,67,3,0
A0JP26   Q9BYQ4,67,3,0
A0JP26   Q9BYQ6,67,3,0
A0JP26   Q9BYR2,67,3,0
A0PJX0   Q02930-4,68,19,0
A0PJX0   Q6EMK4,68,19,0
A0PJX0   Q7Z3C6-3,68,19,0
A0PJX0   Q86VE0,68,19,0
A0PJX0   Q96C00,68,19,0
A0PJX0   Q99757,68,19,0
A0PJX0   Q9BSH4,68,19,0
A0PJY2-1   B8A4K4,9,0,0
A0PJY2-1   P60410,9,0,0
A0PJY2-1   Q07627,9,0,0
A0PJY2-1   Q5TD97,9,0,0
A0PJY2-1   Q6A162,9,0,0
A0PJY2-1   Q99750,9,0,0
A1A5B4-1   Q9H8W4,2,0,0
A1A5C7-2   O00526,2,0,0
A1A5C7-2   O95406,2,0,0
A1A5C7-2   P27352-1,2,0,0
A1A5C7-2   P50222,2,0,0
A1A5C7-2   P53801,2,0,0
A1A5C7-2   Q08AM2,2,0,0
A1A5C7-2   Q14508-1,2,0,0
A1A5C7-2   Q14CN2-1,2,0,0
A1A5C7-2   Q15848,2,0,0
A1A5C7-2   Q6UX06,2,0,0
A1A5C7-2   Q7Z2K6-1,2,0,0
A1A5C7-2   Q8IUG1,2,0,0
A1A5C7-2   Q9NWW5-1,2,0,0
A1L190   Q16512-1,1,0,0
A1L190   Q5XKE5,1,0,0
A1L190   Q96ES7,1,0,0
A1L4H1-1   O00560-1,4,0,0
A1L4H1-1   P37198,4,0,0
A1L4H1-1   Q13503,4,0,0
A1L4H1-1   Q13526,4,0,0
A1L4H1-1   Q15560-1,4,0,0
A1L4H1-1   Q6QNY1-2,4,0,0
A1L4H1-1   Q7Z3Y8,4,0,0
A1L4H1-1   Q7Z6G3-2,4,0,0
A1L4H1-1   Q96BD8-1,4,0,0
A1L4H1-1   Q96CS2-1,4,0,0
A1L4H1-1   Q9NX70-1,4,0,0
A1L4H1-1   Q9P086,4,0,0
A1L4H1-1   Q9UPT5-1,4,0,0
A1L4H1-1   Q9Y6Y8-1,4,0,0
A1L4K1-1   A0A075B739,61,1,1
A1L4K1-1   O14964-1,61,1,1
A1L4K1-1   O43482,61,1,1
A1L4K1-1   O43602-2,61,1,1
A1L4K1-1   O60645-3,61,1,1
A1L4K1-1   O60941-5,61,1,1
A1L4K1-1   O76064-1,61,1,1
A1L4K1-1   O95295,61,1,1
A1L4K1-1   O95363,61,1,1
A1L4K1-1   P0CB47,61,1,1
